Loading rom...Done
                   x |   x |   x, loadOut:x --- inputRow: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx ||x outputRow: xxxxxxxxxxxxxxxx
                 294 |  43 |  47, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 0303020002040709
                 294 |  44 |  48, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 0101010001020303
                 294 |  45 |  49, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 00ff000102010001
                 294 |  46 |  50, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 000100ffff000101
                 294 |  47 |  51, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 04ff34ffffcfff0d
                 294 |  48 |   2, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 0101010101000102
                 295 |  49 |   3, loadOut:0 --- inputRow: 010101010101010100000001020203 ||1 outputRow: 0101010101000102
                 296 |  50 |   4, loadOut:0 --- inputRow: 000000000000000000000000000000 ||0 outputRow: 01000100ff000101
                 297 |  51 |   5, loadOut:0 --- inputRow: 000000000000000000000000000000 ||0 outputRow: 01000100ff000001
                 298 |   2 |   6, loadOut:0 --- inputRow: 000000000000000000000000000000 ||0 outputRow: 01000100ff000001
                 299 |   3 |   7, loadOut:0 --- inputRow: 000000000000000000000000000000 ||0 outputRow: 0000000000000000
                 300 |   4 |   8, loadOut:0 --- inputRow: 8383848585878788898a8b8c8d8d8e ||0 outputRow: 0000000000000000
                 301 |   5 |   9, loadOut:0 --- inputRow: 8384848585878888898b8c8c8d8d8f ||0 outputRow: 0000000000000000
                 302 |   6 |  10, loadOut:0 --- inputRow: 83848586868888898a8b8c8d8d8e8f ||0 outputRow: 0000000000000000
                 303 |   7 |  11, loadOut:0 --- inputRow: 848586868688898a8b8c8d8e8e8f90 ||0 outputRow: 85878788898a8b8c
                 304 |   8 |  12, loadOut:0 --- inputRow: 858686878789898a8b8c8d8e8f9091 ||0 outputRow: 85878788898b8b8c
                 305 |   9 |  13, loadOut:0 --- inputRow: 85868787888a8a8b8c8d8e8f8f9192 ||0 outputRow: 868888898a8b8c8d
                 306 |  10 |  14, loadOut:1 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||0 outputRow: 8688898a8b8c8d8e
                 306 |  11 |  15, loadOut:1 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||0 outputRow: 8789898a8b8c8d8e
                 306 |  12 |  16, loadOut:1 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||0 outputRow: 8789898a8b8c8d8e
                 306 |  13 |  17, loadOut:1 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||0 outputRow: 8789898a8b8c8d8e
                 306 |  14 |  18, loadOut:1 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||0 outputRow: 8789898a8b8c8d8e
                 306 |  15 |  19, loadOut:1 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||0 outputRow: 8789898a8b8c8d8e
                 306 |  16 |  20, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6fff06ff00010001
                 306 |  17 |  21, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6eff06ff00ff0001
                 306 |  18 |  22, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6dff06ff0000ff00
                 306 |  19 |  23, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6dff06ff0000ff00
                 306 |  20 |  24, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6cff06ff00010001
                 306 |  21 |  25, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6bff06ff00010001
                 306 |  22 |  26, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6bff06ff00010001
                 306 |  23 |  27, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 6aff06ff00010001
                 306 |  24 |  28, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 89936eff06ff0000
                 306 |  25 |  29, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 88936dff0aff2fff
                 306 |  26 |  30, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 87926dff0aff33ff
                 306 |  27 |  31, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 86906cff06ff0000
                 306 |  28 |  32, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 85906bff06ff0001
                 306 |  29 |  33, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 858f6bff06ff0000
                 306 |  30 |  34, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 848e6aff06ff0001
                 306 |  31 |  35, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 828c69ff06ff0001
                 306 |  32 |  36, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 89936eff06ff0000
                 306 |  33 |  37, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 88936dff0aff2fff
                 306 |  34 |  38, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 87926dff0aff33ff
                 306 |  35 |  39, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 86906cff06ff0000
                 306 |  36 |  40, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 858f6bff06ff0001
                 306 |  37 |  41, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 858f6bff06ff0000
                 306 |  38 |  42, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 848d6bff06ff0001
                 306 |  39 |  43, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 828c69ff06ff0001
                 306 |  40 |  44, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 8a946fff06ff0001
                 306 |  41 |  45, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 89936eff06ff00ff
                 306 |  42 |  46, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 88936dff06ff0000
                 306 |  43 |  47, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 87916dff0aff33ff
                 306 |  44 |  48, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 86906cff06ff0000
                 306 |  45 |  49, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 858f6bff06ff0001
                 306 |  46 |  50, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 858f6bff06ff0000
                 306 |  47 |  51, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 838d6aff06ff0001
                 306 |  48 |   2, loadOut:0 --- inputRow: 86878788888a8b8b8c8e8f8f909293 ||1 outputRow: 8789898a8b8c8d8e
                 307 |  49 |   3, loadOut:0 --- inputRow: 86878888898a8b8c8d8e8f90909293 ||1 outputRow: 8789898a8b8c8d8e
                 308 |  50 |   4, loadOut:0 --- inputRow: 868788898a8c8c8d8e909192929494 ||0 outputRow: 888a8a8b8c8d8e8e
                 309 |  51 |   5, loadOut:0 --- inputRow: 868889898a8c8c8d8f909192939494 ||0 outputRow: 888a8a8b8c8e8f8f
                 310 |   2 |   6, loadOut:0 --- inputRow: 8788898a8a8c8d8e8f909293939595 ||0 outputRow: 898a8b8c8d8e8f8f
                 311 |   3 |   7, loadOut:0 --- inputRow: 88898a8b8b8d8d8e90919293949696 ||0 outputRow: 8a8c8c8d8e909191
                 312 |   4 |   8, loadOut:0 --- inputRow: 88898a8b8c8e8e8f90929394959797 ||0 outputRow: 8a8c8c8d8f909192
                 313 |   5 |   9, loadOut:0 --- inputRow: 898a8b8c8c8e8f9091929495959898 ||0 outputRow: 8a8c8d8e8f909292
                 314 |   6 |  10, loadOut:0 --- inputRow: 898b8c8c8d8f8f9092939495969899 ||0 outputRow: 8b8d8d8e90919293
                 315 |   7 |  11, loadOut:0 --- inputRow: 8a8b8c8d8d8f909192939495969999 ||0 outputRow: 8c8e8e8f90929394
                 316 |   8 |  12, loadOut:0 --- inputRow: 8b8b8c8e9090919293959798989999 ||0 outputRow: 8c8e8f9091929494
                 317 |   9 |  13, loadOut:0 --- inputRow: 8b8c8c8e909091929495979899999a ||0 outputRow: 8d8f8f9092939495
                 318 |  10 |  14, loadOut:1 --- inputRow: 8c8c8d8f9091929394969799999a9b ||0 outputRow: 8d8f909192939495
                 318 |  11 |  15, loadOut:1 --- inputRow: 8c8c8d8f9091929394969799999a9b ||0 outputRow: 9090919293959797
                 318 |  12 |  16, loadOut:1 --- inputRow: 8c8c8d8f9091929394969799999a9b ||0 outputRow: 9090919293959797
                 318 |  13 |  17, loadOut:1 --- inputRow: 8c8c8d8f9091929394969799999a9b ||0 outputRow: 9090919293959797
                 318 |  14 |  18, loadOut:1 --- inputRow: 8c8c8d8f9091929394969799999a9b ||0 outputRow: 9090919293959797
                 318 |  15 |  19, loadOut:1 --- inputRow: 8c8c8d8f9091929394969799999a9b ||0 outputRow: 9090919293959797
                 318 |  16 |  20, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 93939291918f8f8e
                 318 |  17 |  21, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 92929191908e8e8d
                 318 |  18 |  22, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 91908f908f8d8d8c
                 318 |  19 |  23, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 908f8e8e8d8c8b8b
                 318 |  20 |  24, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8e8d8c8c8b8b8a
                 318 |  21 |  25, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8d8d8c8b8b8a8a89
                 318 |  22 |  26, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8d8c8b8c8b898a89
                 318 |  23 |  27, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8b8a898a89888787
                 318 |  24 |  28, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 949492929290908e
                 318 |  25 |  29, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 9392919190908f8d
                 318 |  26 |  30, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 9190908f8e8f8e8c
                 318 |  27 |  31, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 908f8f8e8d8d8c8b
                 318 |  28 |  32, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8e8d8d8c8b8b8a
                 318 |  29 |  33, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8d8d8c8b8c8b89
                 318 |  30 |  34, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8d8c8c8b8a8b8a88
                 318 |  31 |  35, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8b8a8a8988898887
                 318 |  32 |  36, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 949392929191908e
                 318 |  33 |  37, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 929191908f908f8d
                 318 |  34 |  38, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 9190908f8e8f8e8c
                 318 |  35 |  39, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 908f8f8e8d8d8c8b
                 318 |  36 |  40, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8e8d8d8c8b8b8a
                 318 |  37 |  41, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8d8d8c8b8c8b89
                 318 |  38 |  42, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8d8c8c8a8a8b8a88
                 318 |  39 |  43, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8b8a8a8988898887
                 318 |  40 |  44, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 949393929191908e
                 318 |  41 |  45, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 949392929191908e
                 318 |  42 |  46, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 929191908f908f8d
                 318 |  43 |  47, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 9190908f8e8e8d8c
                 318 |  44 |  48, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8f8f8e8e8d8c8c8b
                 318 |  45 |  49, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8e8d8d8c8b8b8a
                 318 |  46 |  50, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8e8d8d8c8b8c8b89
                 318 |  47 |  51, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 8c8b8b8a898a8988
                 318 |  48 |   2, loadOut:0 --- inputRow: 8c8c8d8f9091929394969799999a9b ||1 outputRow: 9090919293959797
                 319 |  49 |   3, loadOut:0 --- inputRow: 8d8d8e8f91919293959698999a9b9c ||1 outputRow: 9090919293959797
                 320 |  50 |   4, loadOut:0 --- inputRow: 8d8d8e90929293949697999a9b9c9d ||0 outputRow: 9090919294959798
                 321 |  51 |   5, loadOut:0 --- inputRow: 8e8e8f91929393959698999a9b9d9e ||0 outputRow: 9091929394969799
                 322 |   2 |   6, loadOut:0 --- inputRow: 8e8f8f919393949597989a9b9c9e9e ||0 outputRow: 9191929395969899
                 323 |   3 |   7, loadOut:0 --- inputRow: 8f8f90919394949597999a9b9c9e9f ||0 outputRow: 929293949697999a
                 324 |   4 |   8, loadOut:0 --- inputRow: 8f91929394959799999a9a9c9e9fa0 ||0 outputRow: 929293959698999a
                 325 |   5 |   9, loadOut:0 --- inputRow: 8f919294949597999a9a9b9d9e9fa0 ||0 outputRow: 9393949597989a9b
                 326 |   6 |  10, loadOut:0 --- inputRow: 90919394959698999a9a9b9d9fa0a0 ||0 outputRow: 9394949597999a9b
                 327 |   7 |  11, loadOut:0 --- inputRow: 909294959597989a9b9b9c9e9fa0a1 ||0 outputRow: 94959799999a9a9c
                 328 |   8 |  12, loadOut:0 --- inputRow: 919394959697999b9b9c9d9ea0a1a2 ||0 outputRow: 949597999a9a9b9d
                 329 |   9 |  13, loadOut:0 --- inputRow: 929395969798999b9c9c9d9fa1a2a2 ||0 outputRow: 959698999a9a9b9d
                 330 |  10 |  14, loadOut:1 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||0 outputRow: 9597989a9b9b9c9e
                 330 |  11 |  15, loadOut:1 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||0 outputRow: 9697999b9b9c9d9e
                 330 |  12 |  16, loadOut:1 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||0 outputRow: 9697999b9b9c9d9e
                 330 |  13 |  17, loadOut:1 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||0 outputRow: 9697999b9b9c9d9e
                 330 |  14 |  18, loadOut:1 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||0 outputRow: 9697999b9b9c9d9e
                 330 |  15 |  19, loadOut:1 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||0 outputRow: 9697999b9b9c9d9e
                 330 |  16 |  20, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9b9b9a9999989898
                 330 |  17 |  21, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 999a999898979697
                 330 |  18 |  22, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9998979796969595
                 330 |  19 |  23, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9896969595949393
                 330 |  20 |  24, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9894959493939291
                 330 |  21 |  25, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9693939292919190
                 330 |  22 |  26, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 949392929191908f
                 330 |  23 |  27, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9392929191908f90
                 330 |  24 |  28, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9b9b9a9a99989897
                 330 |  25 |  29, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9a99989998979796
                 330 |  26 |  30, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9999989796969595
                 330 |  27 |  31, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9898979595949493
                 330 |  28 |  32, loadOut:0 --- inputRow: 9294959697989a9c9d9d9e9fa1a2a3 ||1 outputRow: 9798979394939292
